Identifier,LeadID,Industry,Bank_Name,description,transaction_type,amount,B2C_KW_Category,Yodlee_Category
463,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSSTL xxxxxxxxx1252 CCD ID: xxxxxx0042,debit,454.47,TRADE PAYMENTS,Travel
464,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,585.59,TRADE REVENUE,Uncategorized
465,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,78.78,TRADE REVENUE,Other Income
466,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS COLLECTION xxxxxx9665 CCD ID: xxxxxx2250,debit,7.95,CREDIT CARD PAYMENTS,Credit Card Payments
467,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,749.5,TRADE REVENUE,Uncategorized
468,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,141.5,TRADE REVENUE,Other Income
469,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx2109,debit,2254,TRANSFERS,Transfers
470,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,407.46,TRADE REVENUE,Other Income
471,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,581.82,TRADE REVENUE,Uncategorized
472,2369,Health Care and Social Assistance,Dag Site - Bank,SERVICE FEE,debit,18,SERVICE CHARGES/FEES,Service Charges/Fees
473,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSADJ xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,87.89,TRADE REVENUE,Uncategorized
474,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,276.27,TRADE REVENUE,Uncategorized
475,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSADJ xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,88.94,TRADE REVENUE,Uncategorized
476,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,debit,177.36,TRADE PAYMENTS,Travel
477,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,989.22,TRADE REVENUE,Uncategorized
478,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,16.86,TRADE REVENUE,Other Income
479,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx7778,debit,6357,TRANSFERS,Transfers
480,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,117.85,TRADE REVENUE,Uncategorized
481,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,35.34,TRADE REVENUE,Other Income
482,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,819.31,TRADE REVENUE,Other Income
483,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,407.93,TRADE REVENUE,Uncategorized
484,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,75.59,TRADE REVENUE,Other Income
485,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,750.95,TRADE REVENUE,Uncategorized
486,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,468.64,TRADE REVENUE,Uncategorized
487,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,479.09,TRADE REVENUE,Uncategorized
488,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,613.79,TRADE REVENUE,Other Income
489,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,131.25,TRADE REVENUE,Other Income
490,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,188.23,TRADE REVENUE,Uncategorized
491,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,866.05,TRADE REVENUE,Other Income
492,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,471.25,TRADE REVENUE,Uncategorized
493,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx0856,debit,4412,TRANSFERS,Transfers
494,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,651.69,TRADE REVENUE,Other Income
495,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,263.5,TRADE REVENUE,Uncategorized
496,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,808.6,TRADE REVENUE,Other Income
497,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,379.21,TRADE REVENUE,Uncategorized
498,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,780.94,TRADE REVENUE,Uncategorized
499,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,2129.62,TRADE REVENUE,Uncategorized
500,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx4419,debit,1637,TRANSFERS,Transfers
501,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,312.94,TRADE REVENUE,Other Income
502,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,926.06,TRADE REVENUE,Uncategorized
503,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,710.91,TRADE REVENUE,Uncategorized
504,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx8337,debit,1565,TRANSFERS,Transfers
505,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,221,TRADE REVENUE,Other Income
506,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,456.69,TRADE REVENUE,Uncategorized
507,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,250.87,TRADE REVENUE,Other Income
508,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,636.45,TRADE REVENUE,Uncategorized
509,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,607.23,TRADE REVENUE,Uncategorized
510,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx6867,debit,1807,TRANSFERS,Transfers
511,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,1200.53,TRADE REVENUE,Uncategorized
512,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx6355,debit,7377,TRANSFERS,Transfers
513,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,54.92,TRADE REVENUE,Other Income
514,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,1926.37,TRADE REVENUE,Uncategorized
515,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL 1xxxx0000F586Y7 CCD ID: xxxxxx0436,debit,38.56,POSTAGE AND SHIPPING,Postage/Shipping
516,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL 1xxxx0000F586Y7 CCD ID: xxxxxx0436,debit,42.31,POSTAGE AND SHIPPING,Postage/Shipping
517,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL 1xxxx0000F586Y7 CCD ID: xxxxxx0436,debit,11.89,POSTAGE AND SHIPPING,Postage/Shipping
518,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL 1xxxx0000F586Y7 CCD ID: xxxxxx0436,debit,45.76,POSTAGE AND SHIPPING,Postage/Shipping
519,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,523.71,TRADE REVENUE,Uncategorized
520,2369,Health Care and Social Assistance,Dag Site - Bank,WIRE REVERSAL B/O: BANK OF CHINALIMITED HEAD OFFICE BEIJING CHIN,credit,4980,REFUNDS/ADJUSTMENTS,Uncategorized
521,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,226.1,TRADE REVENUE,Uncategorized
522,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,320.92,TRADE REVENUE,Uncategorized
523,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
524,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,120.53,TRADE REVENUE,Uncategorized
525,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,427.78,TRADE REVENUE,Other Income
526,2369,Health Care and Social Assistance,Dag Site - Bank,ONLINE INTERNATIONAL WIRE TRANSFER A/C: BANK OF CHINA LIMITED HE,debit,5000,TRANSFERS,Transfers
527,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
528,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,1357.11,TRADE REVENUE,Uncategorized
529,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,835.76,TRADE REVENUE,Other Income
530,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
531,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,843.19,TRADE REVENUE,Uncategorized
532,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,362.23,TRADE REVENUE,Other Income
533,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1945,debit,1242.72,CHECKS,Check Payment
534,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
535,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx9395,credit,11194,TRANSFERS,Transfers
536,2369,Health Care and Social Assistance,Dag Site - Bank,American Express ACH PMT M0290 WEB ID: xxxxxx2111,debit,150,CREDIT CARD PAYMENTS,Credit Card Payments
537,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
538,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx9395,debit,11194,TRANSFERS,Transfers
539,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,8545.92,TRADE REVENUE,Other Income
540,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,406.59,TRADE REVENUE,Uncategorized
541,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
542,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,400,CREDIT CARD PAYMENTS,Credit Card Payments
543,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,530.11,TRADE REVENUE,Uncategorized
544,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,40.12,TRADE REVENUE,Uncategorized
545,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,247.14,TRADE REVENUE,Uncategorized
546,2369,Health Care and Social Assistance,Dag Site - Bank,CATHAYPACAIRxxxxxxx2089 EL SEGUNDO CA 11/13,debit,749.36,TRAVEL,Uncategorized
547,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
548,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,324.14,TRADE REVENUE,Other Income
549,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,866.93,TRADE REVENUE,Other Income
550,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,232.52,TRADE REVENUE,Uncategorized
551,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx4958,debit,1123,TRANSFERS,Transfers
552,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,91.35,TRADE REVENUE,Other Income
553,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,350.83,TRADE REVENUE,Uncategorized
554,2369,Health Care and Social Assistance,Dag Site - Bank,IRS USATAXPYMT xxxxxxxxxxx4660 CCD ID: xxxxxx2000,debit,1321.36,TAXES,Taxes
555,2369,Health Care and Social Assistance,Dag Site - Bank,ONLINE INTERNATIONAL WIRE TRANSFER A/C: BANK OF CHINA LIMITED HE,debit,5000,TRANSFERS,Transfers
556,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,2400,,Deposits
557,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
558,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,680.77,TRADE REVENUE,Uncategorized
559,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx4958,credit,1123,TRANSFERS,Transfers
560,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx8904,credit,968,TRANSFERS,Transfers
561,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,4364.96,,Deposits
562,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
563,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,256,CREDIT CARD PAYMENTS,Credit Card Payments
564,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx8904,debit,968,TRANSFERS,Transfers
565,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,111.26,TRADE REVENUE,Other Income
566,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,296.5,TRADE REVENUE,Other Income
567,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,560.89,TRADE REVENUE,Uncategorized
568,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,600.28,TRADE REVENUE,Uncategorized
569,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx6187,debit,1013,TRANSFERS,Transfers
570,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,102.55,TRADE REVENUE,Uncategorized
571,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,116.25,TRADE REVENUE,Other Income
572,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx6187,credit,1013,TRANSFERS,Transfers
573,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,193.37,TRADE REVENUE,Uncategorized
574,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
575,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
576,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1986,debit,443.28,CHECKS,Check Payment
577,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,146.31,TRADE REVENUE,Other Income
578,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx3042,credit,542,TRANSFERS,Transfers
579,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx7974,credit,266,TRANSFERS,Transfers
580,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx7974,debit,266,TRANSFERS,Transfers
581,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,265.93,TRADE REVENUE,Uncategorized
582,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,396.21,TRADE REVENUE,Other Income
583,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx3042,debit,542,TRANSFERS,Transfers
584,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx4722,credit,517,TRANSFERS,Transfers
585,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
586,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx4722,debit,517,TRANSFERS,Transfers
587,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,82.38,TRADE REVENUE,Other Income
588,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,499.99,TRADE REVENUE,Uncategorized
589,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx2448,credit,330,TRANSFERS,Transfers
590,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
591,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer to CHK ...4328 transaction#: xxxxxx2448,debit,330,TRANSFERS,Transfers
592,2369,Health Care and Social Assistance,Dag Site - Bank,UNITED MS UNITDMSDEP xxxxxxxxx1252 CCD ID: xxxxxx0042,credit,204.41,TRADE REVENUE,Uncategorized
593,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS AXP DISCNT xxxxxx9665 CCD ID: xxxxxx2250,debit,203.2,CREDIT CARD PAYMENTS,Credit Card Payments
594,2369,Health Care and Social Assistance,Dag Site - Bank,AMERICAN EXPRESS SETTLEMENT xxxxxx9665 CCD ID: xxxxxx2250,credit,263.14,TRADE REVENUE,Other Income
595,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx7644,credit,856,TRANSFERS,Transfers
596,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
597,2369,Health Care and Social Assistance,Dag Site - Bank,ATM CASH DEPOSIT 11/04 1260 BROADWAY NEW YORK NY,credit,650,DEPOSITS,Deposits
598,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1985,debit,22769.31,CHECKS,Check Payment
599,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL 1xxxx0000F586Y7 CCD ID: xxxxxx0436,debit,8.77,POSTAGE AND SHIPPING,Postage/Shipping
600,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL 1xxxx0000F586Y7 CCD ID: xxxxxx0436,debit,12.48,POSTAGE AND SHIPPING,Postage/Shipping
601,2369,Health Care and Social Assistance,Dag Site - Bank,SERVICE CHARGES FOR THE MONTH OF OCTOBER,debit,20,SERVICE CHARGES/FEES,Uncategorized
602,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL 1xxxx0000F586Y7 CCD ID: xxxxxx0436,debit,27.82,POSTAGE AND SHIPPING,Postage/Shipping
603,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL 1xxxx0000F586Y7 CCD ID: xxxxxx0436,debit,19.49,POSTAGE AND SHIPPING,Postage/Shipping
604,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL 1xxxx0000F586Y7 CCD ID: xxxxxx0436,debit,39.78,POSTAGE AND SHIPPING,Postage/Shipping
605,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,2680,,Deposits
606,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1938,debit,1242.72,CHECKS,Check Payment
607,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx3856,credit,1279,TRANSFERS,Transfers
608,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
609,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1984,debit,1847.1,CHECKS,Check Payment
610,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1983,debit,1847.1,CHECKS,Check Payment
611,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,9320,,Deposits
612,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
613,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx9491,credit,7772,TRANSFERS,Transfers
614,2369,Health Care and Social Assistance,Dag Site - Bank,American Express ACH PMT W0030 WEB ID: xxxxxx2111,debit,500,CREDIT CARD PAYMENTS,Credit Card Payments
615,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
616,2369,Health Care and Social Assistance,Dag Site - Bank,American Express ACH PMT W7796 WEB ID: xxxxxx2111,debit,200,CREDIT CARD PAYMENTS,Credit Card Payments
617,2369,Health Care and Social Assistance,Dag Site - Bank,SERVICE CHARGES FOR THE MONTH OF JUNE,debit,100,SERVICE CHARGES/FEES,Uncategorized
618,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,300,CREDIT CARD PAYMENTS,Credit Card Payments
619,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
620,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx5332,credit,2788,TRANSFERS,Transfers
621,2369,Health Care and Social Assistance,Dag Site - Bank,VERIZON VERIZON Re xxxxxxxxx8021 PPD ID: xxxxxx7101,credit,53.24,CABLE/SATELLITE SERVICES,Uncategorized
622,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
623,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx8118,credit,1876,TRANSFERS,Transfers
624,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
