Identifier,LeadID,Industry,Bank_Name,description,transaction_type,amount,B2C_KW_Category,Yodlee_Category
X3425,4412,Retail Trade,Capital One - Bank,ACH Withdrawal MERCHANT BANKCD INTERCHNG COLUMBUS STATION LLC ...xx3888,debit,542.9,SERVICE CHARGES/FEES,Transfers
X3426,4412,Retail Trade,Capital One - Bank,ACH Withdrawal MERCHANT BANKCD DISCOUNT COLUMBUS STATION LLC ...xx3888,debit,89.04,ATM/CASH WITHDRAWALS,Transfers
X3427,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,490.95,DEPOSITS,Deposits
X3428,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,1000,TRANSFERS,Transfers
X3429,4412,Retail Trade,Capital One - Bank,ACH deposit LORILLARD TOBAC VENDOR PAY COLUMBUS STATION LLC ...6864,credit,262.1,DEPOSITS,Hobbies
X3430,4412,Retail Trade,Capital One - Bank,ACH withdrawal NYS LOTTERY NYSL COLUMBUS STATION LLC xxx3553,debit,19375.64,ATM/CASH WITHDRAWALS,Transfers
X3431,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5691,credit,2000,TRANSFERS,Transfers
X3432,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,9510,DEPOSITS,Deposits
X3433,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5691,debit,1000,TRANSFERS,Transfers
X3434,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5683,debit,2000,TRANSFERS,Transfers
X3435,4412,Retail Trade,Capital One - Bank,Overdraft charge DR AMT xx9.00 ...1306,debit,35,OD FEE,Service Charges/Fees
X3436,4412,Retail Trade,Capital One - Bank,"Overdraft charge DR AMT 19,xx5.64 ...0000",debit,35,OD FEE,Service Charges/Fees
X3437,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,883.27,DEPOSITS,Deposits
X3438,4412,Retail Trade,Capital One - Bank,#1303 Customer withdrawal,debit,746.8,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3439,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,2732.79,DEPOSITS,Deposits
X3440,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,978.98,DEPOSITS,Deposits
X3441,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,13481,DEPOSITS,Deposits
X3442,4412,Retail Trade,Capital One - Bank,#1319 Customer withdrawal,debit,884.87,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3443,4412,Retail Trade,Capital One - Bank,#1315 Customer withdrawal,debit,293.76,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3444,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,921.54,DEPOSITS,Deposits
X3445,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,5000,TRANSFERS,Transfers
X3446,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5640,debit,5000,TRANSFERS,Transfers
X3447,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,384.88,DEPOSITS,Deposits
X3448,4412,Retail Trade,Capital One - Bank,ACH Withdrawal PAYCHEX EIB INVOICE COLUMBUS STATION LLC X...3639,debit,210.57,PAYCHECKS/SALARY,Paychecks/Salary
X3449,4412,Retail Trade,Capital One - Bank,ACH Withdrawal ITRIA VENTURES L COLUMBUS COLUMBUS STATION COLUMBUS STATIO,debit,2118.06,LOANS,Transfers
X3450,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,242.65,DEPOSITS,Deposits
X3451,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,6500,TRANSFERS,Transfers
X3452,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5691,debit,6500,TRANSFERS,Transfers
X3453,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,8801,DEPOSITS,Deposits
X3454,4412,Retail Trade,Capital One - Bank,ACH Withdrawal NYS LOTTERY NYSL COLUMBUS STATION LLC xxx3553,debit,16810.16,ATM/CASH WITHDRAWALS,Transfers
X3455,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,3500,TRANSFERS,Transfers
X3456,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,423.2,DEPOSITS,Deposits
X3457,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,10132.26,DEPOSITS,Deposits
X3458,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5640,debit,3500,TRANSFERS,Transfers
X3459,4412,Retail Trade,Capital One - Bank,"Overdraft charge DR AMT 16,xx0.56 ...0000",debit,35,OD FEE,Service Charges/Fees
X3460,4412,Retail Trade,Capital One - Bank,ACH withdrawal Apache Oil Compa APACHE Columbus Service 0524,debit,16260.56,AUTOMOTIVE EXPENSES,Transfers
X3461,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5683,debit,1500,TRANSFERS,Transfers
X3462,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,827.35,DEPOSITS,Deposits
X3463,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5640,credit,1500,TRANSFERS,Transfers
X3464,4412,Retail Trade,Capital One - Bank,#1317 Customer withdrawal,debit,867.59,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3465,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,10050,TRANSFERS,Transfers
X3466,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,665.01,DEPOSITS,Deposits
X3467,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,10000,TRANSFERS,Transfers
X3468,4412,Retail Trade,Capital One - Bank,ACH Withdrawal Apache Oil Compa APACHE Columbus Service 0524,debit,10880.76,AUTOMOTIVE EXPENSES,Transfers
X3469,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,866.97,DEPOSITS,Deposits
X3470,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,281.31,DEPOSITS,Deposits
X3471,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,38281.36,DEPOSITS,Deposits
X3472,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,1073.45,DEPOSITS,Deposits
X3473,4412,Retail Trade,Capital One - Bank,ACH Withdrawal ITRIA VENTURES L COLUMBUS COLUMBUS STATION COLUMBUS STATIO,debit,2118.06,LOANS,Transfers
X3474,4412,Retail Trade,Capital One - Bank,#1320 Customer withdrawal,debit,5865.74,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3475,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5640,debit,10050,TRANSFERS,Transfers
X3476,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5691,debit,10000,TRANSFERS,Transfers
X3477,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5691,debit,12700,TRANSFERS,Transfers
X3478,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,12700,TRANSFERS,Transfers
X3479,4412,Retail Trade,Capital One - Bank,ACH Withdrawal NYS TAX &amp; FINANC ASMT PYMT L...5541 M...4324,debit,1701.86,TAXES,Transfers
X3480,4412,Retail Trade,Capital One - Bank,ACH Withdrawal NYS LOTTERY NYSL COLUMBUS STATION LLC xxx3553,debit,22750.54,ATM/CASH WITHDRAWALS,Transfers
X3481,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,191.39,DEPOSITS,Deposits
X3482,4412,Retail Trade,Capital One - Bank,#1299 Customer withdrawal,debit,315.5,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3483,4412,Retail Trade,Capital One - Bank,#1318 Customer withdrawal,debit,684.74,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3484,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,957.43,DEPOSITS,Deposits
X3485,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,5682,DEPOSITS,Deposits
X3486,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,445.8,DEPOSITS,Deposits
X3487,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5683,debit,5000,TRANSFERS,Transfers
X3488,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5691,credit,5000,TRANSFERS,Transfers
X3489,4412,Retail Trade,Capital One - Bank,#1323 Customer withdrawal,debit,2821.89,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3490,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,2900,TRANSFERS,Transfers
X3491,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,666.87,DEPOSITS,Deposits
X3492,4412,Retail Trade,Capital One - Bank,ACH Withdrawal Apache Oil Compa APACHE Columbus Service 0524,debit,2885.31,AUTOMOTIVE EXPENSES,Transfers
X3493,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,643.19,DEPOSITS,Deposits
X3494,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,18948,DEPOSITS,Deposits
X3495,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,1480,DEPOSITS,Deposits
X3496,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5640,debit,2900,TRANSFERS,Transfers
X3497,4412,Retail Trade,Capital One - Bank,ACH Withdrawal NYS TAX &amp; FINANC SALES TAX XXXXX4179 SW...1883 2,debit,2618.95,TAXES,Transfers
X3498,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,632.95,DEPOSITS,Deposits
X3499,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5691,credit,500,TRANSFERS,Transfers
X3500,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5683,debit,500,TRANSFERS,Transfers
X3501,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,222.09,DEPOSITS,Deposits
X3502,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,3128,DEPOSITS,Deposits
X3503,4412,Retail Trade,Capital One - Bank,#1324 Customer withdrawal,debit,195.28,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3504,4412,Retail Trade,Capital One - Bank,ACH Withdrawal ITRIA VENTURES L COLUMBUS COLUMBUS STATION COLUMBUS STATIO,debit,2118.06,LOANS,Transfers
X3505,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,365.56,DEPOSITS,Deposits
X3506,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,783.12,DEPOSITS,Deposits
X3507,4412,Retail Trade,Capital One - Bank,ACH withdrawal NYS LOTTERY NYSL COLUMBUS STATION LLC xxx3553,debit,12678.36,ATM/CASH WITHDRAWALS,Transfers
X3508,4412,Retail Trade,Capital One - Bank,#1293 Customer withdrawal,debit,334.13,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3509,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,12747,DEPOSITS,Deposits
X3510,4412,Retail Trade,Capital One - Bank,"Overdraft charge DR AMT 12,xx8.36 ...0000",debit,35,OD FEE,Service Charges/Fees
X3511,4412,Retail Trade,Capital One - Bank,IOD INTEREST PAID,credit,0.01,INTEREST,Interest
X3512,4412,Retail Trade,Capital One - Bank,"TRANSACTION RETURNED 7,xx5.45RET TRAN NSF",credit,0,REFUNDS/ADJUSTMENTS,Service Charges/Fees
X3513,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5691,credit,100,TRANSFERS,Transfers
X3514,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5683,debit,100,TRANSFERS,Transfers
X3515,4412,Retail Trade,Capital One - Bank,Minimum balance charge,debit,3,NSF FEE,Service Charges/Fees
X3516,4412,Retail Trade,Capital One - Bank,"NSF charge DR AMT 7,xx5.45 ...0000",debit,35,NSF FEE,Service Charges/Fees
X3517,4412,Retail Trade,Capital One - Bank,ACH Withdrawal PAYCHEX TPS TAXES COLUMBUS STATION LLC ...1177X,debit,1815.7,TAXES,Paychecks/Salary
X3518,4412,Retail Trade,Capital One - Bank,Service charge,debit,35,SERVICE CHARGES/FEES,Service Charges/Fees
X3519,4412,Retail Trade,Capital One - Bank,Maintenance charge,debit,7.9,SERVICE CHARGES/FEES,Service Charges/Fees
X3520,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,3499,DEPOSITS,Deposits
X3521,4412,Retail Trade,Capital One - Bank,Cash deposit limit exceeded,debit,7,,Deposits
X3522,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,1013.1,DEPOSITS,Deposits
X3523,4412,Retail Trade,Capital One - Bank,#1321 Customer withdrawal,debit,23243,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3524,4412,Retail Trade,Capital One - Bank,Cash deposit limit exceeded,debit,64,,Deposits
X3525,4412,Retail Trade,Capital One - Bank,ACH Withdrawal PAYX-PIA-WC WC-PREMIUM COLUMBUS STATION LLC ...xxx7921,debit,344.2,INSURANCE,Transfers
X3526,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,3500,TRANSFERS,Transfers
X3527,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,1094.32,DEPOSITS,Deposits
X3528,4412,Retail Trade,Capital One - Bank,ACH Withdrawal Apache Oil Compa APACHE Columbus Service 0524,debit,3385.33,AUTOMOTIVE EXPENSES,Transfers
X3529,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,753,DEPOSITS,Deposits
X3530,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,7073,DEPOSITS,Deposits
X3531,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5640,debit,3500,TRANSFERS,Transfers
X3532,4412,Retail Trade,Capital One - Bank,#1327 Customer withdrawal,debit,1500,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3533,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,714.1,DEPOSITS,Deposits
X3534,4412,Retail Trade,Capital One - Bank,ACH Withdrawal HARLYSVILL PREM EDI PYMNTS COLUMBUS STATIO HDP,debit,552.29,ATM/CASH WITHDRAWALS,Transfers
X3535,4412,Retail Trade,Capital One - Bank,#1333 Customer withdrawal,debit,1500,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3536,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,382.82,DEPOSITS,Deposits
X3537,4412,Retail Trade,Capital One - Bank,#1332 Customer withdrawal,debit,1186.13,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3538,4412,Retail Trade,Capital One - Bank,#1330 Customer withdrawal,debit,1039.25,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3539,4412,Retail Trade,Capital One - Bank,#1325 Customer withdrawal,debit,1197.06,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3540,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5691,debit,10000,TRANSFERS,Transfers
X3541,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,7776.16,DEPOSITS,Deposits
X3542,4412,Retail Trade,Capital One - Bank,ACH Withdrawal NYS TAX &amp; FINANC ASMT PYMT L...2854 M...1443,debit,3000,TAXES,Transfers
X3543,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,10000,TRANSFERS,Transfers
X3544,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,12259,DEPOSITS,Deposits
X3545,4412,Retail Trade,Capital One - Bank,ACH Withdrawal NYS LOTTERY NYSL COLUMBUS STATION LLC xxx3553,debit,16412.73,ATM/CASH WITHDRAWALS,Transfers
X3546,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,88,DEPOSITS,Deposits
X3547,4412,Retail Trade,Capital One - Bank,ACH Withdrawal MERCHANT BANKCD DISCOUNT COLUMBUS STATION LLC ...xx3888,debit,76.04,ATM/CASH WITHDRAWALS,Transfers
X3548,4412,Retail Trade,Capital One - Bank,ACH Withdrawal MERCHANT BANKCD FEE COLUMBUS STATION LLC ...xx3888,debit,50.46,SERVICE CHARGES/FEES,Transfers
X3549,4412,Retail Trade,Capital One - Bank,ACH Withdrawal MERCHANT BANKCD INTERCHNG COLUMBUS STATION LLC ...xx3888,debit,441.64,SERVICE CHARGES/FEES,Transfers
X3550,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,2000,TRANSFERS,Transfers
X3551,4412,Retail Trade,Capital One - Bank,ACH deposit LORILLARD TOBAC VENDOR PAY COLUMBUS STATION LLC ...6195,credit,397.6,DEPOSITS,Hobbies
X3552,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5683,debit,1300,TRANSFERS,Transfers
X3553,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,500,TRANSFERS,Transfers
X3554,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5640,debit,2000,TRANSFERS,Transfers
X3555,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,13373,DEPOSITS,Deposits
X3556,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5691,credit,1300,TRANSFERS,Transfers
X3557,4412,Retail Trade,Capital One - Bank,"Overdraft charge DR AMT 15,xx7.04 ...0000",debit,35,OD FEE,Service Charges/Fees
X3558,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,549.16,DEPOSITS,Deposits
X3559,4412,Retail Trade,Capital One - Bank,ACH withdrawal Apache Oil Compa APACHE Columbus Service 0524,debit,15577.04,AUTOMOTIVE EXPENSES,Transfers
X3560,4412,Retail Trade,Capital One - Bank,ACH Withdrawal ITRIA VENTURES L COLUMBUS COLUMBUS STATION COLUMBUS STATIO,debit,500,LOANS,Transfers
X3561,4412,Retail Trade,Capital One - Bank,#1335 Customer withdrawal,debit,236,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3562,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5640,debit,500,TRANSFERS,Transfers
X3563,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,887.81,DEPOSITS,Deposits
X3564,4412,Retail Trade,Capital One - Bank,#1342 Customer withdrawal,debit,429,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3565,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,2000,TRANSFERS,Transfers
X3566,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,736.13,DEPOSITS,Deposits
X3567,4412,Retail Trade,Capital One - Bank,ACH Withdrawal Apache Oil Compa APACHE Columbus Service 0524,debit,2341.52,AUTOMOTIVE EXPENSES,Transfers
X3568,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,412.53,DEPOSITS,Deposits
X3569,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,8327,DEPOSITS,Deposits
X3570,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,975.35,DEPOSITS,Deposits
X3571,4412,Retail Trade,Capital One - Bank,#1334 Customer withdrawal,debit,1685.95,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3572,4412,Retail Trade,Capital One - Bank,#1322 Customer withdrawal,debit,569.16,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3573,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5640,debit,2000,TRANSFERS,Transfers
X3574,4412,Retail Trade,Capital One - Bank,ACH Withdrawal ITRIA VENTURES L COLUMBUS COLUMBUS STATION COLUMBUS STATIO,debit,500,LOANS,Transfers
X3575,4412,Retail Trade,Capital One - Bank,ACH Withdrawal PAYCHEX EIB INVOICE COLUMBUS STATION LLC X...0137,debit,98.57,PAYCHECKS/SALARY,Paychecks/Salary
X3576,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,294.01,DEPOSITS,Deposits
X3577,4412,Retail Trade,Capital One - Bank,#1339 Customer withdrawal,debit,1116.37,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3578,4412,Retail Trade,Capital One - Bank,#1338 Customer withdrawal,debit,1068.87,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3579,4412,Retail Trade,Capital One - Bank,#1344 Customer withdrawal,debit,1335,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3580,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5691,debit,400,TRANSFERS,Transfers
X3581,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,400,TRANSFERS,Transfers
X3582,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,218.72,DEPOSITS,Deposits
X3583,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,15790.38,DEPOSITS,Deposits
X3584,4412,Retail Trade,Capital One - Bank,#1343 Customer withdrawal,debit,219,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3585,4412,Retail Trade,Capital One - Bank,ACH Withdrawal NYS LOTTERY NYSL COLUMBUS STATION LLC xxx3553,debit,15173.34,ATM/CASH WITHDRAWALS,Transfers
X3586,4412,Retail Trade,Capital One - Bank,ACH Withdrawal AMEX EPayment ACH PMT FAYAZ KHAN M2292,debit,2197.91,CREDIT CARD PAYMENTS,Credit Card Payments
X3587,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5691,credit,1000,TRANSFERS,Transfers
X3588,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,2231.51,DEPOSITS,Deposits
X3589,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5640,debit,1000,TRANSFERS,Transfers
X3590,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,6860,DEPOSITS,Deposits
X3591,4412,Retail Trade,Capital One - Bank,#1340 Customer withdrawal,debit,5981.69,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3592,4412,Retail Trade,Capital One - Bank,ACH Withdrawal Apache Oil Compa APACHE Columbus Service 0524,debit,7928.34,AUTOMOTIVE EXPENSES,Transfers
X3593,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,3084,DEPOSITS,Deposits
X3594,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...5683,credit,40,TRANSFERS,Transfers
X3595,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5640,debit,40,TRANSFERS,Transfers
X3596,4412,Retail Trade,Capital One - Bank,#1328 Customer withdrawal,debit,210.45,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3597,4412,Retail Trade,Capital One - Bank,"Overdraft charge DR AMT 5,xx1.69 ...3720",debit,35,OD FEE,Service Charges/Fees
X3598,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,865.24,DEPOSITS,Deposits
X3599,4412,Retail Trade,Capital One - Bank,#1348 Customer withdrawal,debit,325,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3600,4412,Retail Trade,Capital One - Bank,Customer Deposit,credit,17445,DEPOSITS,Deposits
X3601,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...8726,credit,2000,TRANSFERS,Transfers
X3602,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,630.29,DEPOSITS,Deposits
X3603,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5640,debit,2000,TRANSFERS,Transfers
X3604,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,627.18,DEPOSITS,Deposits
X3605,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,827.18,DEPOSITS,Deposits
X3606,4412,Retail Trade,Capital One - Bank,#1347 Customer withdrawal,debit,337.9,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3607,4412,Retail Trade,Capital One - Bank,#1341 Customer withdrawal,debit,534.05,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3608,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5640,debit,3900,TRANSFERS,Transfers
X3609,4412,Retail Trade,Capital One - Bank,Online banking xfer deposit FROM ...8726,credit,3900,TRANSFERS,Transfers
X3610,4412,Retail Trade,Capital One - Bank,ACH Withdrawal ITRIA VENTURES L COLUMBUS COLUMBUS STATION COLUMBUS STATIO,debit,500,LOANS,Transfers
X3611,4412,Retail Trade,Capital One - Bank,ACH Withdrawal Apache Oil Compa APACHE Columbus Service 0524,debit,5810.19,AUTOMOTIVE EXPENSES,Transfers
X3612,4412,Retail Trade,Capital One - Bank,ACH deposit MERCHANT BANKCD DEPOSIT COLUMBUS STATION LLC ...xx3888,credit,331.68,DEPOSITS,Deposits
X3613,4412,Retail Trade,Capital One - Bank,#1345 Customer withdrawal,debit,849.99,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X3614,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5691,debit,775,TRANSFERS,Transfers
X3615,4412,Retail Trade,Capital One - Bank,Online banking xfer withdrawal TO ...5691,debit,500,TRANSFERS,Transfers
